Drg,data_1,data_2,data_3,data_4,data_5,mean_result
Drg0,0.7548387096774194,0.9273399014778326,0.9144736842105263,0.8860294117647058,0.810515873015873,0.8586395160292714
Drg2,0.6532212885154061,0.586987951807229,0.7729677729677729,0.7344322344322345,0.5719932241671372,0.6639204943779559
Drg3,0.5877192982456141,0.6432748538011697,0.5523809523809524,0.6458333333333333,0.5141776937618148,0.5886772263045768
Drg50,0.6425576519916143,0.6089676746611054,0.7029206625980821,0.5666034155597722,0.7100313479623824,0.6462161505545911
Drg52,0.6534598214285714,0.781582054309327,0.7887205387205387,0.6641483516483516,0.6978609625668449,0.7171543457347267
Drg66,0.5897435897435898,0.3025,0.9183673469387754,0.7022058823529411,0.782608695652174,0.659085102937496
Drg67,0.8306138306138307,0.6570093457943926,0.7985964912280702,0.7701612903225806,0.7462121212121212,0.760518615834199
Drg68,0.8017241379310346,0.6260504201680672,0.5563165905631658,0.45500794912559617,0.7268518518518519,0.6331901899279432
Drg69,0.6438826466916354,0.41934156378600823,0.5811550151975684,0.5253968253968254,0.6474617244157936,0.5634475550975662
Drg84,0.6099290780141844,0.6677613574165299,0.5505583126550868,0.6046741277156022,0.6081699346405229,0.6082185620883853
Drg96,0.5912220309810672,0.7827586206896552,0.6265320836337419,0.5887096774193549,0.6551724137931034,0.6488789653033844
Drg97,0.7135416666666666,0.7516283108988276,0.6766098484848484,0.6095059412132583,0.7025641025641026,0.6907699739655407
Drg178,0.5471938775510203,0.6161616161616161,0.6422413793103449,0.6306818181818181,0.7404255319148936,0.6353408446239387
Drg179,0.7833775419982316,0.836680560818492,0.7985257985257985,0.7854763491005996,0.8385882352941176,0.8085296971474479
Drg256,0.779891304347826,0.4963715529753266,0.6849673202614379,0.7907692307692309,0.671875,0.6847748816707643
Drg259,0.8438372799028537,0.853233830845771,0.8008036361241024,0.8093288590604027,0.9017541645633519,0.8417915540992963
Drg261,0.6867559523809523,0.5768872320596459,0.7221269296740995,0.7998575498575499,0.6238591916558018,0.6818973711256099
Drg262,0.7064144736842105,0.5454545454545454,0.6742081447963801,0.7714856762158561,0.655210643015521,0.6705546966333027
Drg263,0.7716267089360015,0.6712602212602212,0.6719152737016716,0.7692835540193661,0.6803455723542117,0.7128862660542944
Drg309,0.6303763440860215,0.8431122448979592,0.724,0.7155844155844155,0.6873065015479876,0.7200759012232767
